card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
23-1316A,Kia Seltos S,2023,20000-29999,27447,"5959 Scarborough Blvd Columbus, OH 43232",N,N,N,KNDEU2AA6P7413801,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3087,mi.,suv,Front-wheel Drive,Gravity Gray,Yes,None reported,Yes,Yes,"Gravity Gray 2023 Kia Seltos S FWD IVT 2.0L I4 MPI BLUETOOTH, APPLE CARPLAY, ANDROID AUTO, POWER PACKAGE, REMOTE START, BACKUP CAMERA, NAVIGATION SYSTEM, CLEAN AUTO CHECK, ONE OWNER. Odometer is 2667 miles below market average! 29/35 City/Highway MPG Why buy from|…|Lindsay? 1. One of the Nations largest volume Certified Pre-owned dealers. 2. Higher quality cars - $1800 average in reconditioning. 3. Service records furnished before you buy. 4. Vehicle History Report furnished before you buy. 5. Warranties on every car under 100K miles. 6. Super competitive, no-haggle prices posted online. 7. HUGE Inventory! . Some used vehicles may be subject to unrepaired recalls for safety issues. You may check for open safety recalls by entering the VIN at https://vinrcl.safercar.gov/vin.",2023-05-04T08:25:52.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
29822,Kia Soul GT-Line 2.0L,2023,20000-29999,24989,"5686 Sunrise Hwy Sayville, NY 11782",Y,Y,N,KNDJ53AU1P7193981,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3246,mi.,hatchback,Front-wheel Drive,Surf Blue,Yes,None reported,,Yes,"2023 Kia Soul GT-Line FWD IVT 2.0L I4 DOHC Clean CARFAX. CARFAX One-Owner.  NO FEE DEALER, 10 YR/100 K WARR, APPLE CARPLAY / ANDROID AUTO, MUST FINANCE WITH DEALER TO QUALIFY FOR SAYVILLE FORD FINANCE DISCOUNT PRICE, 18 Alloy Wheels, 4-Wheel Disc Brakes, Air Conditioning, AM/FM radio: Sirius|…|XM, Apple CarPlay & Android Auto, Black & White Interior Color Package, Brake assist, Combination Cloth/Artificial Leather Seat Trim, Exterior Parking Camera Rear, Front Center Armrest, Front fog lights, GT-Line Designer Package, Leather Shift Knob, Outside temperature display, Power moonroof, Power windows, Radio: AM/FM/MP3/HD Audio System, Traction control. 28/33 City/Highway MPG10/10 - THIS VEHICLE COMES WITH A 10 YEAR/100,000 MILE LONG TERM POWERTRAIN LIMITED WARRANTY (NON COMMERCIAL USE VEHICLES ONLY) Includes current model year vehicles plus six previous year vehicles only, and only vehicles with 60,000 miles or less.Sayville Ford, located in Suffolk County, Long Island, has been family owned and operated for three generations over- 50 years! Not only are we the largest independent Ford dealership in the New York region, but Sayville Ford's focus on complete customer satisfaction has earned us the reputation as a leader in the automotive industry! MUST FINANCE WITH DEALER TO QUALIFY FOR THE SAYVILE FINANCE DISCOUNT PRICE",2023-05-04T08:35:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
0099598A,Chevrolet Trailblazer LT,2023,20000-29999,28000,"10207 Philadelphia Rd White Marsh, MD 21162",Y,Y,N,KL79MRSL4PB003115,Automatic,Automatic,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",3087,mi.,suv,All-wheel Drive,Summit White,Yes,None reported,,Yes,"1-OwnerHt'd SeatsBackup CamBluetoothRemote StartGreat 1-Owner Local Trade 2023 Chevrolet TrailBlazer LT AWD in Summit White with Heated Seats, Backup Camera, Touchscreen Display w/ Bluetooth Connectivity, SiriusXM Radio, Wireless Apple CarPlay & Android Auto Integration, Power Driver Seat,|…|OnStar, Remote Start, High Gloss Black Machined Aluminum Wheels, Traction Control, Power Windows & Locks, Steering Wheel Mounted Controls, Cruise Control, Lane Keep Assist w/ Lane Departure Warning, Automatic Emergency Braking, Front Pedestrian Braking, Forward Collision Alert, IntelliBeam Auto High Beam, Heated Power-Adjustable Outside Mirrors and MORE!!Check out our Complete Selection at www.koonswhitemarshchevy.com! We have Financing Available, an Easy Trade-In Process of All Makes and Models and an Award Winning Service Center!",2023-05-04T08:20:17.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K24625,Chevrolet Equinox LS,2023,20000-29999,28334,"35500 S Gratiot Ave Charter Twp of Clinton, MI 48035",Y,Y,N,3GNAXSEG1PL198884,6-Speed Electronically Controlled Automatic with O,Automatic,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",616,mi.,suv,All-wheel Drive,Summit White,Yes,None reported,Yes,No,AWD. Clean CARFAX. AWD 24/30 City/Highway MPG,2023-05-04T08:53:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HP034,Hyundai Sonata SEL,2023,20000-29999,29795,"1215 West Main Rd Middletown, RI 02842",Y,Y,Y,KMHL14JA2PA253409,Automatic,Automatic,2.5L 4 Cylinder,2500.0,Gasoline,"",3065,mi.,sedan,Front-wheel Drive,White,Yes,None reported,,No,"Hyundai of Newport is Highest-Ranked in Customer Satisfaction for both Sales and Service, offering complimentary Service Pick Up Delivery for our customers. Our philosophy is to treat every customer fairly and with the respect they deserve. We aim to make your experience here the most professional and pleasurable you've had.",2023-05-04T08:26:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
LPC690482,Nissan Rogue SV,2023,20000-29999,29274,"6600 State Hwy 121 Frisco, TX 75034",N,N,Y,5N1BT3BA1PC690482,Automatic CVT,CVT,1.5L I3 12V GDI DOHC Turbo,1500.0,Gasoline,"",3723,mi.,suv,Front-wheel Drive,Black,Yes,None reported,,No,"CARFAX One-Owner. 2023 Nissan Rogue SV Navigation/GPS, 1-Owner, Must See, Nissan Certified, Just Traded In, Alloy Wheels, Remote Start, 4D Sport Utility, 18 Aluminum Alloy Wheels, Alloy wheels, Power driver seat, Rear Parking Sensors. 4D Sport Utility Certified. Nissan Certified Details:  Warranty|…|Deductible: $100  Roadside Assistance  167 Point Inspection  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Plus 1 Year Pre-Paid Maintenance Included.  Vehicle History  Transferable Warranty FWD Save time at the dealership and complete your deal online with Skip the Lot, Crest Nissan's online buying platform. It's the fastest way to buy a car, by far!",2023-05-04T08:25:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PL478535,Nissan Kicks SV,2023,20000-29999,24637,"5031 N Galloway Ave Mesquite, TX 75150",Y,Y,Y,3N1CP5CV8PL478535,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",3648,mi.,suv,Front-wheel Drive,2 Tone Blue / Black,Yes,None reported,,No,"Backup Camera, Push Button Ignition, Handsfree Bluetooth Connectivity, Automatic Emergency Braking, Blind-Spot Warning, Lane-Departure Warning, Rear Cross Traffic Alert, Rear Parking Sensors, Android Auto / Apple CarPlay, SiriusXM Satellite Radio, Dual front side impact airbags, Fully automatic head|…|lights, Steering Wheel Mounted Audio Controls. Odometer is 776 miles below market average! CARFAX One-Owner. Clean CARFAX. Certified. Nissan Certified Details:  Warranty Deductible: $100  167 Point Inspection  Plus 1 Year Pre-Paid Maintenance Included.  Transferable Warranty  Roadside Assistance  Vehicle History  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date Electric Blue Metallic/Super Black 2023 Nissan Kicks SV FWD CVT with Xtronic",2023-05-04T08:25:08.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA268656P,Hyundai Sonata SEL,2023,20000-29999,29777,"7370 Winchester Rd Memphis, TN 38125",Y,N,N,KMHL64JA4PA268656,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4,2500.0,Gasoline,"",842,mi.,sedan,Front-wheel Drive,Onyx Black,Yes,None reported,,No,"CARFAX One-Owner. Clean CARFAX. LOCAL TRADE!!!, Heated Seats, Balance of Factory Warranty, Blind Spot Monitor, Back Up Camera, Non Smoker, Apple Car Play / Android Auto, LIKE NEW!!!, Sonata SEL, Dark Gray w/Premium Cloth Seating Surfaces, Alloy wheels, Heated front seats, Navigation System. 2023 Hyu|…|ndai Sonata SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 Odometer is 3194 miles below market average! 27/37 City/Highway MPG At PRINCIPLE TOYOTA in Memphis, We Live To Provide Exceptional Care; and we are constantly looking for ways to improve our customer's overall experience to ensure they can say with confidence, PRINCIPLE TOYOTA is A Great Place To Do Business!",2023-05-04T08:33:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N203,Buick Encore GX Select,2023,20000-29999,29410,"1125 Sagamore Pkwy S Lafayette, IN 47905",N,N,N,KL4MMDSL8PB003838,Automatic CVT,CVT,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",4107,mi.,suv,Front-wheel Drive,White Frost Tri-Coat,Yes,None reported,,Yes,"Only 4,107 Miles! Delivers 32 Highway MPG and 29 City MPG! This Buick Encore GX boasts a Turbocharged 1.3/ engine powering this Variable transmission. WHITE FROST TRICOAT, WHEELS, 18 (45.7 CM) ALUMINUM, MEDIUM ANDROID HIGH GLOSS with Dark Android High Gloss inserts, TRANSMISSION, CONTINUOUSLY VARIAB|…|LE (CVT) (STD).This Buick Encore GX Comes Equipped with These Options SPORT TOURING PACKAGE includes (B56) Body-color rocker moldings, (B86) Bodyside body-color moldings, (VFN) Red front and rear protective bumper moldings, (GGC) Custom grille with Red accents, (RQJ) 18 Medium Android High Gloss wheels with Dark Android High Gloss inserts, (VHU/VPS) Front and rear sport bumpers with Red accents and Sport Touring badge., SAFETY PACKAGE II includes (UFG) Rear Cross Traffic Alert and (UKC) Lane Change Alert with Side Blind Zone Alert, HANDS-FREE POWER LIFTGATE PACKAGE includes (TC2) Hands-free power liftgate , SELECT PREFERRED EQUIPMENT GROUP Includes Standard Equipment, SEATS, FRONT BUCKET (STD), REAR CROSS TRAFFIC ALERT, NOT EQUIPPED WITH DRIVER AND FRONT PASSENGER HEATED SEATS see dealer for details (Beginning with start of production, vehicles will be forced to include (00V) Not Equipped with Heated Driver and Front Passenger Seats, which removes heated driver and front passenger seats. See the window label for the features on a specific vehicle.), MOLDINGS, ROCKER, BODY COLOR, MOLDINGS, BODY-COLOR BODYSIDE, LPO, WHEEL LOCK KIT includes 4 locks and 1 key.Visit Us Today Come in for a quick visit at Lewis Motor Sales, 1125 Sagamore Pkwy S., Lafayette, IN 47905 to claim your Buick Encore GX!",2023-05-04T08:36:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U211259,Hyundai Venue SEL,2023,20000-29999,21999,"439 Mantua Pike Woodbury, NJ 08096",N,N,N,KMHRC8A33PU211259,IVT,IVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",2620,mi.,suv,Front-wheel Drive,Black Noir Pearl,Yes,None reported,,Yes,"\"Price includes all costs to be paid by the consumer, except for licensing costs, registration fees, taxes, document fees, and courier fees.\". FOR THIS AND OTHER INTERNET SPECIALS, CALL RYAN SAUERS AT a href=\"tel:888-852-7367\"888-852-7367/a. PRINT THIS AD AND BRING INTO RYAN FOR AN ADDITIONAL $200 DISCOUNT",2023-05-04T08:18:52.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PL2857,Hyundai Sonata SE,2023,20000-29999,23200,"2404 Crain Hwy Bowie, MD 20716",Y,Y,Y,KMHL24JAXPA259181,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",5449,mi.,sedan,Front-wheel Drive,Onyx Black,Yes,None reported,,No,"Certified. Onyx Black 2023 Hyundai Sonata SE BLUETOOTH, BACKUP CAMERA, HEATED SEATS, HYUNDAI CERTIFIED, ONE OWNER, SUPER CLEAN CAR, Dark Gray w/Premium Cloth Seating Surfaces. Hyundai Certified Pre-Owned Details:  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car an|…|d Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Roadside Assistance  173+ Point Inspection  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $50  Vehicle History  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date Used & Certified Vehicle Prices excludes excise tax, tags and a dealer processing fee of $500 (Not required by Law).",2023-05-04T08:35:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
33343A,Kia K5 GT-Line,2023,20000-29999,28950,"112 E. Ohio Ave. Rittman, OH 44270",N,N,N,5XXG64J20PG171201,8-Speed Automatic with Overdrive,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",3712,mi.,sedan,Front-wheel Drive,Glacial White Pearl,Yes,None reported,,Yes,"PRICE REDUCED, GLACIAL WHITE PEARL PAINT, GT-LINE PREMIUM PACKAGE, SMART CRUISE CONTROL, NAVIGATION, WIRELESS PHONE CHARGER, HIGHWAY DRIVING ASSIST, LED PROJECTION HEADLIGHTS, LED FOG LIGHTS, REAR CAMERA, REMOTE START. TEXT 330-899-4810Please call us!!! We have vehicles with DVD Player, Leather Seat|…|s, Heated Seats, Sunroof, Navigation, chrome wheels, third row seat, trailer hitch, backup camera, all wheel drive, cruise control, keyless, entry, premium wheel, lift kit, security system, cd player, Bluetooth, automatic, power windows, power locks, multi-zone climate control, keyless entry, backup camera, 4x4, awd, traction control, manual, 3rd row seats",2023-05-04T08:39:47.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU950832,Hyundai Kona Limited,2023,20000-29999,27555,"1120 Interstate 20 West Arlington, TX 76017",Y,Y,Y,KM8K53A30PU950832,7-Speed Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",4220,mi.,suv,Front-wheel Drive,Blue Wave,No,None reported,,No,"#1 Certified Pre-Owned dealer in Texas!!!, CERTIFIED, GREAT DEAL, PRICED TO MOVE!!!!, RARE FIND!!!!, BLUETOOTH!!!, BACKUP CAMERA!!!, ALLOY WHEELS, CLEAN CARFAX!!!, Kona Limited, 4D Sport Utility, 1.6L Turbo GDI 4-Cylinder, 7-Speed Automatic, FWD, Blue Wave, Black Leather. Here at Vandergriff Hyundai|…|we strive to provide some of the best prices in the DFW Metroplex and surrounding areas. Our team works hard to give you the best Pre-Owned purchase experience. Thank you for choosing Vandergriff Hyundai. Price excludes tax, title, license, and document fee.. Please print this page and come see us NOW for a personalized test drive towards your new vehicle! At Vandergriff Hyundai, we go above and beyond expectations. Come experience the difference in our services, products, and processes....professionalism, integrity,and commitment. Located at I-20 and Cooper across from the Parks Mall in Arlington. Certified. Hyundai Certified Pre-Owned Details:  Vehicle History  Roadside Assistance  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $50 29/35 City/Highway MPG",2023-05-04T08:31:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P7419376,Kia Seltos EX,2023,20000-29999,29687,"5077 S Wadsworth Blvd Littleton, CO 80123",Y,Y,N,KNDERCAA4P7419376,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",1410,mi.,suv,All-wheel Drive,Snow White Pearl,Yes,None reported,,Yes,"27/31 City/Highway MPG BUY ONLINE  WE DELIVER TO YOU  (303) 904-7800 Snow White Pearl AWD IVT 2.0L I4 MPILocated in Littleton CO, serving the greater Denver area, including Lakewood, Highlands Ranch, Englewood, Centennial, Arvada, and Aurora. Please call 303-562-0442.",2023-05-04T08:23:33.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
1230155L,Hyundai Kona SEL,2023,20000-29999,25980,"2979 Auto Center Cir Stockton, CA 95212",Y,Y,Y,KM8K6CAB6PU963847,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",4125,mi.,suv,All-wheel Drive,Cyber Silver,Yes,None reported,,No,"Clean CARFAX. Certified. Cyber Silver 2023 Hyundai Kona SEL AWD IVT 2.0L 4-Cylinder MANAGER'S SPECIAL,  CLEAN CARFAX , CERTIFIED PRE-OWNED, Prior Dealer Rental, Kona SEL, 2.0L 4-Cylinder, IVT, AWD. Recent Arrival! 28/33 City/Highway MPG Hyundai Certified Pre-Owned Details:  Limited Warranty: 60 M|…|onth/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Vehicle History  173+ Point Inspection  Roadside Assistance  Warranty Deductible: $50",2023-05-04T08:19:33.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH4174,Hyundai Sonata SEL,2023,20000-29999,26000,"10401 Papago Fwy Avondale, AZ 85323",Y,Y,N,KMHL64JA1PA250373,Automatic,Automatic,2.5L,2500.0,Gasoline,"",9187,mi.,sedan,Front-wheel Drive,Onyx Black,No,None reported,,No,LIKE NEW AND CPO....CALL NOWOnyx Black 2023 Hyundai Sonata SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 Dark Gray Cloth.Recent Arrival! 27/37 City/Highway MPG,2023-05-04T08:44:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
1230183L,Hyundai Tucson SEL,2023,20000-29999,29988,"2979 Auto Center Cir Stockton, CA 95212",Y,Y,Y,5NMJBCAE5PH197459,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",2723,mi.,suv,All-wheel Drive,White,Yes,None reported,,No,"Clean CARFAX. Certified. Serenity White 2023 Hyundai Tucson SEL AWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 DGI DOHC 16V LEV3-ULEV70 187hp MANAGER'S SPECIAL, CERTIFIED PRE-OWNED, ALL WHEEL DRIVE, Tucson SEL, AWD. Prior Dealer Rental Recent Arrival! 23/28 City/Highway MPG Hyundai Certified Pre-Owne|…|d Details:  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Roadside Assistance  Warranty Deductible: $50",2023-05-04T08:51:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
